t_Android,t_unix,x,y,z,a
85042860434614,1701122002610,1.7976238,-3.274543,-1.7114917,3
85042880469114,1701122002649,1.7976238,-3.274543,-1.7114917,3
85042900534614,1701122002649,1.7976238,-3.274543,-1.7114917,3
85042920600114,1701122002689,1.7976238,-3.274543,-1.7114917,3
85042940650114,1701122002689,1.7976238,-3.274543,-1.7114917,3
85042960700114,1701122002728,1.7976238,-3.274543,-1.7114917,3
85042980750114,1701122002728,1.7976238,-3.274543,-1.7114917,3
85043000800114,1701122002769,1.7976238,-3.274543,-1.7114917,3
85043020850114,1701122002769,1.7976238,-3.274543,-1.7114917,3
85043040900114,1701122002810,1.7976238,-3.274543,-1.7114917,3
85043060950114,1701122002810,1.7976238,-3.274543,-1.7114917,3
85043081000114,1701122002851,1.7976238,-3.274543,-1.7114917,3
85043101050114,1701122002851,1.7976238,-3.274543,-1.7114917,3
85043121100114,1701122002890,1.7976238,-3.274543,-1.7114917,3
85043141150614,1701122002890,1.7976238,-3.274543,-1.7114917,3
85043161201114,1701122002932,1.7976238,-3.274543,-1.7114917,3
85043181251114,1701122002932,1.7976238,-3.274543,-1.7114917,3
85043201301114,1701122002969,1.7976238,-3.274543,-1.7114917,3
85043221351114,1701122002969,1.7976238,-3.274543,-1.7114917,3
85043241401114,1701122003011,1.7976238,-3.274543,-1.7114917,3
85043261451114,1701122003011,1.7976238,-3.274543,-1.7114917,3
85043281501114,1701122003049,1.7976238,-3.274543,-1.7114917,3
85043301551114,1701122003049,1.7976238,-3.274543,-1.7114917,3
85043321601114,1701122003089,1.7976238,-3.274543,-1.7114917,3
85043341651114,1701122003089,1.7976238,-3.274543,-1.7114917,3
85043361701114,1701122003130,1.7976238,-3.274543,-1.7114917,3
85043381751114,1701122003130,1.7976238,-3.274543,-1.7114917,3
85043401801114,1701122003170,1.7976238,-3.274543,-1.7114917,3
85043421851114,1701122003170,1.7976238,-3.274543,-1.7114917,3
85043441901114,1701122003210,1.7976238,-3.274543,-1.7114917,3
85043461951114,1701122003210,1.7976238,-3.274543,-1.7114917,3
85043482001114,1701122003250,1.7976238,-3.274543,-1.7114917,3
85043502051114,1701122003250,1.7976238,-3.274543,-1.7114917,3
85043522101114,1701122003290,1.7976238,-3.274543,-1.7114917,3
85043542151114,1701122003290,1.7976238,-3.274543,-1.7114917,3
85043562201114,1701122003336,1.7976238,-3.274543,-1.7114917,3
85043582251614,1701122003336,1.7976238,-3.274543,-1.7114917,3
85043602302114,1701122003371,1.7976238,-3.274543,-1.7114917,3
85043622352114,1701122003371,1.7976238,-3.274543,-1.7114917,3
85043642402114,1701122003411,1.7976238,-3.274543,-1.7114917,3
85043662452114,1701122003411,1.7976238,-3.274543,-1.7114917,3
85043682502114,1701122003451,1.7976238,-3.274543,-1.7114917,3
85043702552114,1701122003451,1.7976238,-3.274543,-1.7114917,3
85043722602114,1701122003491,1.7976238,-3.274543,-1.7114917,3
85043742652114,1701122003491,1.7976238,-3.274543,-1.7114917,3
85043762702114,1701122003531,1.7976238,-3.274543,-1.7114917,3
85043782767614,1701122003531,1.7976238,-3.274543,-1.7114917,3
85043802833114,1701122003571,1.7976238,-3.274543,-1.7114917,3
85043822883114,1701122003571,1.7976238,-3.274543,-1.7114917,3
85043842933114,1701122003611,1.7976238,-3.274543,-1.7114917,3
85043862983114,1701122003611,1.7976238,-3.274543,-1.7114917,3
85043883033114,1701122003651,1.7976238,-3.274543,-1.7114917,3
85043903067614,1701122003651,1.7976238,-3.274543,-1.7114917,3
85043923102114,1701122003692,1.7976238,-3.274543,-1.7114917,3
85043943167614,1701122003692,1.7976238,-3.274543,-1.7114917,3
85043963233114,1701122003732,1.7976238,-3.274543,-1.7114917,3
85043983283114,1701122003732,1.7976238,-3.274543,-1.7114917,3
85044003333114,1701122003777,1.7976238,-3.274543,-1.7114917,3
85044023383114,1701122003777,1.7976238,-3.274543,-1.7114917,3
85044043433114,1701122003815,-0.22693644,0.24113905,-1.1045971,3
85044063483114,1701122003815,-0.22693644,0.24113905,-1.1045971,3
85044083533114,1701122003851,-0.22693644,0.24113905,-1.1045971,3
85044103583114,1701122003851,-0.22693644,0.24113905,-1.1045971,3
85044123633114,1701122003892,-0.22693644,0.24113905,-1.1045971,3
85044143683114,1701122003892,-0.22693644,0.24113905,-1.1045971,3
85044163733114,1701122003931,-0.22693644,0.24113905,-1.1045971,3
85044183783614,1701122003931,-0.22693644,0.24113905,-1.1045971,3
85044203834114,1701122003972,-0.22693644,0.24113905,-1.1045971,3
85044223884114,1701122003972,-0.22693644,0.24113905,-1.1045971,3
85044243934114,1701122004014,-0.22693644,0.24113905,-1.1045971,3
85044263984114,1701122004014,-0.22693644,0.24113905,-1.1045971,3
85044284034114,1701122004052,-0.22693644,0.24113905,-1.1045971,3
85044304084114,1701122004052,-0.22693644,0.24113905,-1.1045971,3
85044324134114,1701122004093,-0.22693644,0.24113905,-1.1045971,3
85044344184114,1701122004093,-0.22693644,0.24113905,-1.1045971,3
85044364234114,1701122004133,-0.22693644,0.24113905,-1.1045971,3
85044384284114,1701122004133,-0.22693644,0.24113905,-1.1045971,3
85044404334114,1701122004173,-0.22693644,0.24113905,-1.1045971,3
85044424384114,1701122004173,-0.22693644,0.24113905,-1.1045971,3
85044444434114,1701122004213,-0.22693644,0.24113905,-1.1045971,3
85044464484114,1701122004213,-0.22693644,0.24113905,-1.1045971,3
85044484534114,1701122004253,-0.22693644,0.24113905,-1.1045971,3
85044504584114,1701122004253,-0.22693644,0.24113905,-1.1045971,3
85044524634114,1701122004297,-0.22693644,0.24113905,-1.1045971,3
85044544684114,1701122004297,-0.22693644,0.24113905,-1.1045971,3
85044564734114,1701122004335,-0.22693644,0.24113905,-1.1045971,3
85044584784614,1701122004335,-0.22693644,0.24113905,-1.1045971,3
85044604835114,1701122004373,-0.22693644,0.24113905,-1.1045971,3
85044624885114,1701122004373,-0.22693644,0.24113905,-1.1045971,3
85044644935114,1701122004414,-0.22693644,0.24113905,-1.1045971,3
85044664985114,1701122004414,-0.22693644,0.24113905,-1.1045971,3
85044685035114,1701122004454,-0.22693644,0.24113905,-1.1045971,3
85044705085114,1701122004454,-0.22693644,0.24113905,-1.1045971,3
85044725135114,1701122004494,-0.22693644,0.24113905,-1.1045971,3
85044745185114,1701122004494,-0.22693644,0.24113905,-1.1045971,3
85044765235114,1701122004534,-0.22693644,0.24113905,-1.1045971,3
85044785285114,1701122004534,-0.22693644,0.24113905,-1.1045971,3
85044805335114,1701122004574,-0.22693644,0.24113905,-1.1045971,3
85044825385114,1701122004574,-0.22693644,0.24113905,-1.1045971,3
85044845435114,1701122004614,-0.22693644,0.24113905,-1.1045971,3
85044865485114,1701122004614,-0.22693644,0.24113905,-1.1045971,3
85044885535114,1701122004654,-0.22693644,0.24113905,-1.1045971,3
85044905585114,1701122004654,-0.22693644,0.24113905,-1.1045971,3
85044925635114,1701122004694,-0.22693644,0.24113905,-1.1045971,3
85044945685114,1701122004694,-0.22693644,0.24113905,-1.1045971,3
85044965735114,1701122004734,-0.22693644,0.24113905,-1.1045971,3
85044985800614,1701122004734,-0.22693644,0.24113905,-1.1045971,3
85045005866114,1701122004777,-0.22693644,0.24113905,-1.1045971,3
85045025916114,1701122004777,-0.22693644,0.24113905,-1.1045971,3
85045045966114,1701122004814,-0.22693644,0.24113905,-1.1045971,3
85045066016114,1701122004814,-0.22693644,0.24113905,-1.1045971,3
85045086066114,1701122004854,-0.22693644,0.24113905,-1.1045971,3
85045106116114,1701122004854,-0.22693644,0.24113905,-1.1045971,3
85045126166114,1701122004895,-0.22693644,0.24113905,-1.1045971,3
85045146216114,1701122004895,-0.22693644,0.24113905,-1.1045971,3
85045166266114,1701122004935,-0.22693644,0.24113905,-1.1045971,3
85045186316614,1701122004935,-0.22693644,0.24113905,-1.1045971,3
85045206367114,1701122004973,-0.22693644,0.24113905,-1.1045971,3
85045226401614,1701122004974,-0.22693644,0.24113905,-1.1045971,3
85045246436114,1701122005017,-0.22693644,0.24113905,-1.1045971,3
85045266501614,1701122005017,-0.22693644,0.24113905,-1.1045971,3
85045286567114,1701122005055,-0.22693644,0.24113905,-1.1045971,3
85045306617114,1701122005055,-0.22693644,0.24113905,-1.1045971,3
85045326667114,1701122005095,-0.22693644,0.24113905,-1.1045971,3
85045346717114,1701122005095,-0.22693644,0.24113905,-1.1045971,3
85045366767114,1701122005135,-0.22693644,0.24113905,-1.1045971,3
85045386817114,1701122005135,-0.22693644,0.24113905,-1.1045971,3
85045406867114,1701122005175,-0.22693644,0.24113905,-1.1045971,3
85045426917114,1701122005175,-0.22693644,0.24113905,-1.1045971,3
85045446967114,1701122005215,-0.22693644,0.24113905,-1.1045971,3
